id,carat,cut,color,clarity,depth,table,x,y,z,price
15350,0.34,Ideal,F,VS2,62.2,55.0,4.45,4.49,2.78,617
15351,0.32,Ideal,J,VS1,60.6,56.0,4.43,4.46,2.69,557
15352,0.52,Ideal,F,VS1,62.2,57.0,5.12,5.15,3.19,1394
15353,0.44,Ideal,E,VS1,61.3,56.0,4.91,4.93,3.01,1153
15354,1.01,Ideal,F,VVS2,62.0,54.0,6.43,6.5,4.01,8411
15355,0.31,Ideal,E,VS1,60.5,56.0,4.37,4.38,2.64,734
15356,0.3,Premium,H,VS2,62.1,60.0,4.3,4.26,2.66,608
15357,1.15,Ideal,G,VS1,62.2,56.0,6.69,6.73,4.18,8529
15358,1.56,Good,D,VS2,59.8,55.0,7.61,7.54,4.52,13621
15359,2.02,Premium,I,SI1,61.5,58.0,8.15,8.11,5.01,15126
15360,0.92,Ideal,F,SI2,62.3,57.0,6.18,6.21,3.87,3790
15361,0.33,Ideal,D,VS1,61.6,56.0,4.49,4.47,2.75,1094
15362,1.52,Very Good,F,SI2,63.6,58.0,7.26,7.21,4.6,8196
15363,0.7,Ideal,E,VS2,60.9,57.0,5.73,5.79,3.52,3145
15364,0.53,Good,H,SI1,64.1,54.0,5.18,5.17,3.31,1026
15365,0.35,Premium,D,VS2,61.6,58.0,4.55,4.58,2.81,739
15366,0.41,Ideal,F,VVS2,61.8,55.0,4.8,4.78,2.96,1115
15367,0.3,Ideal,F,SI1,61.4,55.0,4.33,4.36,2.67,568
15368,0.41,Ideal,I,IF,62.9,54.2,4.8,4.75,3.0,1218
15369,1.8,Ideal,H,VS1,62.0,58.0,7.86,7.82,4.87,17141
15370,0.32,Premium,G,VS2,60.5,59.0,4.42,4.46,2.69,672
15371,0.71,Premium,F,VS1,61.7,58.0,5.78,5.71,3.54,3180
15372,0.57,Ideal,F,VS2,61.3,56.0,5.34,5.38,3.29,2101
15373,1.0,Premium,G,VS1,62.6,56.0,6.41,6.38,4.0,6424
15374,0.34,Ideal,D,VVS1,60.9,56.0,4.5,4.53,2.74,1180
15375,0.72,Ideal,E,VS1,61.2,55.0,5.79,5.82,3.55,3446
15376,2.02,Very Good,F,SI2,62.8,59.0,7.97,8.04,5.03,13037
15377,0.74,Ideal,I,VS1,61.7,57.0,5.79,5.84,3.59,2557
15378,0.41,Very Good,E,SI1,62.3,59.0,4.73,4.77,2.96,755
15379,0.91,Premium,F,SI1,60.8,59.0,6.29,6.22,3.79,3950
15380,1.01,Very Good,E,SI2,63.1,54.0,6.4,6.36,4.03,4445
15381,0.55,Ideal,H,SI1,59.6,59.0,5.34,5.28,3.18,1134
15382,0.36,Ideal,D,VVS2,62.6,56.0,4.55,4.52,2.84,1062
15383,0.9,Ideal,I,VS2,62.0,57.0,6.19,6.15,3.82,4434
15384,0.32,Premium,D,VVS2,62.1,58.0,4.4,4.37,2.72,683
15385,1.09,Ideal,G,VS2,60.7,55.0,6.65,6.71,4.06,7257
15386,0.31,Ideal,G,VVS1,61.0,56.0,4.4,4.43,2.69,789
15387,0.34,Ideal,E,SI1,61.9,56.0,4.5,4.52,2.79,660
15388,2.01,Premium,I,SI1,59.4,59.0,8.25,8.21,4.89,15110
15389,0.54,Ideal,G,SI1,60.8,57.0,5.27,5.24,3.19,1308
15390,1.22,Premium,G,SI1,62.3,59.0,6.77,6.81,4.24,7291
15391,1.21,Ideal,E,SI2,61.2,57.0,6.87,6.83,4.19,6221
15392,0.28,Good,H,VS1,63.3,55.0,4.18,4.21,2.67,386
15393,0.27,Ideal,E,VS2,62.0,56.0,4.15,4.18,2.58,490
15394,0.54,Ideal,J,VS2,61.2,57.0,5.25,5.28,3.22,1220
15395,1.2,Premium,D,SI1,61.9,58.0,6.8,6.77,4.19,7812
15396,0.7,Ideal,I,VS1,62.0,58.0,5.67,5.71,3.53,2154
15397,0.32,Ideal,F,VVS1,62.3,53.0,4.42,4.39,2.75,967
15398,0.77,Good,I,VS2,63.1,55.0,5.79,5.84,3.68,2590
15399,0.42,Premium,D,SI1,60.7,60.0,4.86,4.83,2.94,1221
15400,0.31,Ideal,G,SI1,62.2,53.0,4.33,4.37,2.71,445
15401,0.75,Ideal,H,VS1,62.1,55.0,5.83,5.85,3.63,3065
15402,0.3,Ideal,D,VS2,61.2,57.0,4.34,4.33,2.65,736
15403,0.4,Ideal,F,VVS2,61.4,56.0,4.8,4.74,2.93,1016
15404,0.51,Ideal,F,VS1,61.8,56.0,5.1,5.13,3.17,1830
15405,0.9,Very Good,E,SI1,62.1,59.0,6.15,6.19,3.82,4687
15406,1.04,Ideal,D,SI2,62.7,56.0,6.48,6.45,4.05,4466
15407,0.32,Ideal,H,VVS1,61.8,57.0,4.34,4.36,2.69,672
15408,1.01,Very Good,F,SI1,62.0,58.0,6.34,6.43,3.96,3696
15409,0.3,Premium,E,VS2,62.1,58.0,4.27,4.31,2.66,658
15410,0.23,Very Good,F,VS2,60.8,59.0,3.98,4.01,2.42,404
15411,1.2,Very Good,D,SI1,62.9,60.0,6.64,6.6,4.16,7451
15412,1.0,Premium,I,VS2,62.7,56.0,6.36,6.39,4.0,4620
15413,1.02,Ideal,G,VS1,62.4,55.0,6.43,6.47,4.02,6335
15414,0.34,Ideal,F,VS2,61.6,55.0,4.49,4.53,2.77,880
15415,1.0,Ideal,E,SI1,62.2,55.0,6.41,6.38,3.97,4931
15416,0.31,Premium,F,VS2,61.3,58.0,4.33,4.38,2.67,705
15417,1.26,Good,J,SI1,63.9,58.0,6.81,6.77,4.32,5197
15418,1.5,Good,F,VS2,64.0,56.0,7.21,7.13,4.6,11924
15419,0.51,Ideal,G,VVS1,61.3,56.0,5.1,5.13,3.14,1825
15420,0.42,Ideal,E,SI1,62.1,55.0,4.87,4.84,3.02,1177
15421,1.51,Very Good,I,VVS2,60.3,59.0,7.38,7.45,4.49,10033
15422,0.9,Ideal,I,SI2,61.6,56.0,6.24,6.2,3.83,2908
15423,0.9,Ideal,I,SI2,62.0,57.0,6.17,6.19,3.83,3016
15424,0.33,Premium,G,VS2,62.5,59.0,4.44,4.39,2.76,743
15425,1.01,Very Good,F,VVS2,63.1,55.0,6.38,6.42,4.04,8167
15426,0.31,Ideal,F,VS2,61.2,56.0,4.36,4.33,2.66,802
15427,0.31,Premium,E,VS2,62.3,58.0,4.33,4.35,2.7,680
15428,0.41,Very Good,H,VVS1,62.9,57.0,4.72,4.73,2.97,939
15429,0.31,Ideal,G,IF,62.0,56.0,4.35,4.38,2.71,829
15430,0.32,Ideal,G,VS1,61.9,56.0,4.4,4.37,2.71,828
15431,1.0,Premium,G,SI2,61.7,58.0,6.4,6.43,3.96,4355
15432,1.59,Premium,G,VS2,58.9,59.0,7.69,7.59,4.56,13135
15433,0.71,Good,I,VS2,61.6,62.0,5.74,5.72,3.53,2056
15434,0.32,Ideal,J,VS1,61.8,54.0,4.44,4.47,2.76,421
15435,1.5,Good,I,VS1,62.8,55.0,7.23,7.28,4.56,9399
15436,0.41,Very Good,F,VVS1,63.1,57.0,4.74,4.72,2.99,1203
15437,0.44,Ideal,E,SI1,62.7,56.0,4.89,4.84,3.04,1030
15438,0.51,Premium,E,VS2,62.1,58.0,5.11,5.13,3.18,1561
15439,0.9,Good,F,SI1,64.4,55.0,6.15,6.11,3.93,4183
15440,0.4,Very Good,I,VVS1,63.5,57.0,4.67,4.71,2.98,884
15441,0.31,Ideal,E,SI1,61.4,54.0,4.4,4.36,2.69,698
15442,0.48,Very Good,G,VVS2,59.8,54.0,5.12,5.14,3.07,1376
15443,1.02,Premium,H,SI2,60.5,60.0,6.48,6.52,3.94,4284
15444,0.31,Ideal,F,VS2,60.9,56.0,4.4,4.43,2.69,660
15445,0.73,Premium,H,SI1,60.2,58.0,5.83,5.77,3.49,2331
15446,0.44,Ideal,G,SI1,62.7,56.0,4.81,4.87,3.06,1031
15447,0.41,Ideal,I,VS1,62.1,56.0,4.72,4.74,2.94,774
15448,1.51,Ideal,H,VVS2,62.0,55.0,7.35,7.33,4.55,12621
15449,1.0,Premium,D,SI1,62.1,59.0,6.46,6.34,3.98,5305
15450,0.32,Very Good,I,SI1,61.9,59.0,4.33,4.37,2.7,421
15451,0.56,Ideal,G,VS1,61.8,56.0,5.28,5.32,3.28,1846
15452,0.3,Premium,D,VS2,62.7,58.0,4.3,4.26,2.68,911
15453,0.71,Ideal,F,SI1,62.2,57.0,5.67,5.72,3.55,2393
15454,0.26,Ideal,H,VS1,62.1,54.0,4.05,4.08,2.53,578
15455,0.51,Ideal,D,VS2,61.0,56.0,5.14,5.17,3.15,1819
15456,1.01,Fair,H,VS1,64.4,57.0,6.28,6.34,4.07,5028
15457,1.5,Good,F,VS2,62.1,61.0,7.23,7.29,4.52,12821
15458,0.52,Ideal,G,VS2,62.2,55.0,5.11,5.14,3.19,1605
15459,0.52,Ideal,F,SI1,62.1,56.0,5.13,5.16,3.19,1323
15460,1.53,Ideal,G,SI2,62.3,54.0,7.36,7.42,4.61,10933
15461,0.41,Good,F,SI1,63.2,58.0,4.68,4.72,2.97,705
15462,1.01,Ideal,G,VVS2,61.5,56.0,6.45,6.49,3.98,7862
15463,0.71,Good,E,SI1,63.1,58.0,5.62,5.69,3.58,2347
15464,0.92,Premium,H,VS2,62.9,58.0,6.21,6.14,3.9,4363
15465,1.0,Ideal,D,I1,60.7,57.0,6.45,6.5,3.92,2898
15466,0.39,Premium,E,VVS2,58.8,59.0,4.75,4.72,2.79,1097
15467,0.72,Very Good,D,SI2,63.4,57.0,5.68,5.65,3.59,2757
15468,0.53,Premium,G,VS1,61.1,60.0,5.24,5.21,3.19,1803
15469,0.54,Ideal,H,VS2,61.9,54.0,5.26,5.3,3.27,1373
15470,0.3,Premium,D,SI1,62.0,59.0,4.29,4.32,2.67,552
15471,0.71,Fair,I,VS2,64.5,60.0,5.52,5.55,3.55,2300
15472,1.24,Ideal,I,VS2,61.2,57.0,6.88,6.95,4.23,5291
15473,0.71,Very Good,D,SI2,62.6,57.0,5.68,5.72,3.57,2505
15474,1.05,Very Good,I,SI2,61.7,56.0,6.54,6.5,4.03,4459
15475,1.0,Premium,F,SI1,62.2,60.0,6.4,6.34,3.96,4234
15476,0.32,Premium,E,IF,61.7,61.0,4.36,4.41,2.71,957
15477,0.33,Premium,F,VS2,62.1,59.0,4.44,4.39,2.74,854
15478,1.01,Good,F,SI2,63.7,60.0,6.34,6.32,4.04,4743
15479,1.54,Ideal,G,SI1,60.9,57.0,7.48,7.48,4.54,11455
15480,1.7,Premium,D,SI2,62.2,60.0,7.63,7.67,4.78,11817
15481,0.33,Ideal,G,VS1,62.2,56.0,4.46,4.43,2.76,854
15482,0.31,Ideal,E,VVS2,61.9,56.0,4.34,4.36,2.69,759
15483,1.24,Premium,H,SI1,60.9,60.0,6.98,6.9,4.22,5988
15484,0.32,Good,H,VS1,63.2,57.0,4.35,4.32,2.74,561
15485,0.6,Ideal,D,SI1,62.1,56.0,5.37,5.4,3.34,1996
15486,0.74,Ideal,E,VS2,61.1,57.0,5.84,5.8,3.56,2854
15487,1.08,Premium,G,VVS2,62.1,58.0,6.6,6.55,4.08,7742
15488,1.3,Good,H,SI1,63.6,56.0,6.92,6.86,4.4,6942
15489,0.85,Very Good,G,SI2,60.5,59.0,6.06,6.13,3.68,2853
15490,1.16,Ideal,F,VS1,61.4,56.0,6.78,6.75,4.16,9090
15491,0.31,Very Good,H,VVS2,62.8,58.0,4.35,4.31,2.72,625
15492,0.32,Ideal,E,VVS2,61.7,57.0,4.4,4.43,2.72,730
15493,0.35,Ideal,D,VS2,62.2,57.0,4.48,4.53,2.81,863
15494,1.02,Premium,D,SI2,61.9,59.0,6.49,6.45,4.0,4785
15495,0.32,Ideal,F,VS2,62.2,57.0,4.39,4.37,2.72,645
15496,0.4,Very Good,H,VVS1,62.8,56.0,4.64,4.69,2.93,631
15497,1.32,Premium,H,SI2,61.0,58.0,7.13,7.07,4.32,4330
15498,0.38,Ideal,E,VVS1,61.9,55.0,4.69,4.66,2.89,1093
15499,0.34,Premium,I,VVS2,61.8,59.0,4.5,4.47,2.77,880
15500,0.41,Ideal,F,VVS2,62.4,56.0,4.76,4.73,2.96,1115
15501,0.78,Good,F,SI2,63.6,60.0,5.83,5.8,3.71,2364
15502,0.25,Very Good,F,SI1,60.6,57.0,4.03,4.06,2.45,430
15503,2.01,Very Good,E,SI2,61.3,60.0,8.05,8.14,4.98,18120
15504,0.72,Ideal,J,VVS1,61.0,56.0,5.75,5.77,3.53,2256
15505,0.32,Ideal,D,VVS2,61.6,55.0,4.42,4.4,2.72,890
15506,1.13,Premium,H,SI1,61.7,58.0,6.68,6.65,4.11,5497
15507,0.73,Ideal,D,VS1,61.3,56.0,5.8,5.83,3.57,4229
15508,0.55,Ideal,E,VS1,60.8,56.0,5.28,5.34,3.22,1952
15509,0.3,Ideal,G,VVS1,61.4,55.0,4.32,4.3,2.65,795
15510,0.3,Ideal,G,IF,61.4,57.0,4.28,4.25,2.63,956
15511,0.41,Premium,D,VVS2,61.9,58.0,4.74,4.73,2.93,1359
15512,0.9,Very Good,F,SI2,63.4,56.0,6.09,6.13,3.87,3619
15513,0.7,Ideal,F,VS1,62.2,54.0,5.68,5.71,3.54,2845
15514,0.42,Premium,G,VVS1,60.7,59.0,4.84,4.83,2.94,1235
15515,0.33,Ideal,E,VVS1,61.8,56.0,4.42,4.45,2.74,838
15516,1.51,Premium,D,SI2,61.9,60.0,7.31,7.36,4.54,8414
15517,0.57,Ideal,I,VS1,61.7,56.0,5.3,5.35,3.29,1397
15518,1.01,Premium,J,SI2,62.1,59.0,6.39,6.4,3.97,3548
15519,0.3,Ideal,H,VVS1,61.1,57.0,4.34,4.37,2.66,665
15520,0.93,Ideal,E,SI2,62.1,56.0,6.22,6.18,3.85,3862
15521,1.08,Ideal,G,SI1,62.4,57.0,6.53,6.52,4.08,5610
15522,1.71,Very Good,J,VS1,62.2,58.0,7.63,7.59,4.74,10681
15523,0.32,Ideal,F,VS2,62.7,55.0,4.38,4.36,2.74,828
15524,0.51,Ideal,E,VS2,61.9,56.0,5.1,5.12,3.17,1698
15525,0.43,Good,H,VS2,62.8,58.0,4.86,4.8,3.03,1113
15526,0.3,Premium,G,VS1,62.0,59.0,4.29,4.35,2.68,605
15527,0.42,Premium,G,VS1,61.2,58.0,4.83,4.8,2.95,951
15528,0.31,Ideal,D,VS1,60.9,57.0,4.39,4.41,2.68,789
15529,1.73,Premium,H,VS2,61.9,58.0,7.67,7.64,4.75,15109
15530,1.5,Good,I,SI2,64.0,60.0,7.26,7.18,4.62,5821
15531,1.01,Very Good,D,SI1,62.4,58.0,6.34,6.39,3.97,5755
15532,1.0,Good,E,SI2,63.7,57.0,6.36,6.34,4.04,4804
15533,0.25,Very Good,F,IF,62.4,53.0,4.08,4.12,2.56,633
15534,1.0,Fair,G,VS1,65.3,56.0,6.27,6.2,4.06,7150
15535,0.39,Ideal,D,VS2,61.4,55.0,4.69,4.71,2.89,1124
15536,0.7,Premium,D,SI1,61.6,60.0,5.68,5.72,3.51,2512
15537,0.7,Very Good,G,SI1,61.8,55.0,5.73,5.76,3.55,2488
15538,2.01,Premium,H,SI2,62.2,58.0,8.06,8.11,5.04,11830
15539,0.93,Ideal,H,SI1,60.9,57.0,6.43,6.34,3.88,3924
15540,1.01,Very Good,H,VS2,59.9,61.0,6.51,6.54,3.91,5476
15541,0.55,Ideal,E,SI1,62.2,56.0,5.22,5.26,3.26,1565
15542,0.41,Ideal,H,VS1,61.7,55.0,4.77,4.8,2.95,944
15543,0.39,Ideal,D,VS2,62.0,57.0,4.68,4.72,2.92,902
15544,1.01,Very Good,G,VS2,62.8,58.0,6.41,6.37,4.01,5758
15545,1.01,Very Good,D,SI1,63.7,58.0,6.34,6.31,4.04,5921
15546,0.3,Ideal,G,VVS2,61.6,55.0,4.32,4.35,2.67,684
15547,1.5,Ideal,G,VS1,61.5,57.0,7.32,7.35,4.5,11516
15548,2.04,Very Good,I,VS2,59.8,58.0,8.31,8.26,4.93,16842
15549,1.01,Very Good,G,VVS2,63.0,58.0,6.34,6.37,4.01,8587
15550,0.81,Premium,E,SI2,62.6,58.0,6.01,5.95,3.73,2306
15551,0.78,Very Good,F,SI2,61.6,59.0,5.89,5.94,3.64,2224
15552,2.02,Very Good,E,SI2,62.0,59.0,8.08,8.15,5.01,17422
15553,1.01,Very Good,I,SI1,62.8,58.0,6.35,6.4,4.01,4269
15554,1.04,Ideal,F,VS2,62.0,56.0,6.5,6.52,4.04,7056
15555,3.4,Fair,F,SI2,65.9,59.0,8.49,8.43,5.59,18242
15556,0.3,Ideal,G,IF,62.1,54.0,4.32,4.34,2.69,863
15557,0.71,Very Good,D,VS2,62.5,59.0,5.66,5.7,3.56,2912
15558,0.31,Very Good,G,VVS1,63.5,58.0,4.31,4.28,2.73,789
15559,0.55,Very Good,I,VS2,58.8,62.0,5.39,5.41,3.16,1252
15560,0.49,Fair,D,SI1,64.9,56.0,4.96,4.92,3.2,1040
15561,0.7,Very Good,F,SI1,62.9,56.0,5.63,5.66,3.55,2289
15562,0.33,Premium,H,VS1,61.8,60.0,4.46,4.42,2.74,743
15563,2.03,Premium,I,VS1,60.4,60.0,8.19,8.14,4.94,16570
15564,0.4,Premium,E,SI1,62.8,58.0,4.75,4.72,2.97,882
15565,0.3,Ideal,F,VS2,62.7,57.0,4.26,4.29,2.68,605
15566,0.47,Ideal,F,VS2,60.7,56.0,5.05,5.07,3.07,1238
15567,1.2,Very Good,H,SI2,61.5,58.0,6.83,6.79,4.19,5322
15568,1.01,Very Good,H,SI2,61.8,61.0,6.41,6.47,3.98,4194
15569,0.7,Very Good,H,VS1,62.4,56.0,5.64,5.7,3.54,2459
15570,0.9,Very Good,I,SI1,60.2,59.0,6.16,6.2,3.72,2947
15571,0.7,Very Good,H,VS2,63.5,56.0,5.59,5.63,3.56,2137
15572,1.5,Good,G,VS2,62.6,65.0,7.05,7.08,4.42,8874
15573,1.01,Very Good,H,VS1,60.8,63.0,6.5,6.48,3.94,4950
15574,0.9,Very Good,E,SI1,62.0,61.0,6.13,6.18,3.82,4136
15575,1.57,Ideal,H,SI1,62.1,57.0,7.41,7.46,4.62,9435
15576,0.59,Ideal,E,VS1,61.8,57.0,5.37,5.39,3.33,2096
15577,1.53,Ideal,F,VS2,62.4,57.0,7.33,7.43,4.61,13379
15578,0.38,Ideal,E,SI1,61.9,53.9,4.66,4.69,2.89,631
15579,1.2,Ideal,F,VS1,62.2,57.0,6.74,6.79,4.21,9565
15580,1.56,Ideal,D,SI1,60.7,57.0,7.56,7.49,4.56,12261
15581,0.33,Ideal,G,VS1,62.3,54.0,4.46,4.43,2.77,854
15582,0.41,Ideal,F,VVS1,62.5,55.0,4.73,4.74,2.96,1357
15583,1.05,Very Good,F,VS2,62.9,59.0,6.44,6.49,4.07,7388
15584,0.5,Ideal,D,VS2,62.3,57.0,5.11,5.07,3.17,1431
15585,0.54,Ideal,F,VS1,61.4,56.0,5.25,5.21,3.21,2012
15586,0.42,Ideal,D,VS2,61.0,56.0,4.82,4.84,2.95,910
15587,1.51,Premium,G,VS2,63.0,59.0,7.3,7.26,4.59,13007
15588,0.59,Ideal,G,VVS1,60.8,56.0,5.45,5.48,3.32,2166
15589,2.0,Very Good,F,SI2,62.0,62.0,8.02,8.1,5.0,15968
15590,0.7,Very Good,D,VVS2,61.7,59.0,5.63,5.68,3.49,3881
15591,0.31,Very Good,G,VS1,62.8,57.0,4.31,4.34,2.72,706
15592,0.26,Very Good,G,VVS2,58.6,61.0,4.19,4.22,2.47,438
15593,0.31,Very Good,H,SI1,63.1,58.0,4.29,4.31,2.72,465
15594,0.34,Ideal,G,VVS2,62.1,56.0,4.46,4.52,2.79,737
15595,0.34,Ideal,I,SI1,62.3,56.0,4.48,4.51,2.8,589
15596,0.55,Ideal,D,VS2,60.4,57.0,5.34,5.29,3.21,1762
15597,0.51,Very Good,G,VS2,63.1,58.0,5.14,5.12,3.24,1438
15598,0.71,Ideal,F,VS1,61.3,55.0,5.71,5.77,3.52,3345
15599,2.01,Ideal,I,SI1,63.0,56.0,7.99,8.04,5.05,15164
15600,0.35,Ideal,E,VS1,62.7,55.0,4.51,4.49,2.82,1130
15601,0.41,Ideal,E,VVS2,61.8,56.0,4.75,4.78,2.95,1163
15602,0.96,Fair,E,SI2,65.6,58.0,6.06,6.02,3.95,3830
15603,0.7,Very Good,I,VS1,62.1,57.0,5.67,5.71,3.54,2306
15604,0.31,Premium,F,VS2,62.9,58.0,4.33,4.28,2.71,802
15605,2.5,Good,F,SI2,64.3,60.0,8.55,8.43,5.48,18495
15606,0.42,Ideal,E,VS2,61.9,55.0,4.79,4.82,2.97,958
15607,1.03,Premium,F,SI2,62.5,60.0,6.43,6.36,4.0,3910
15608,0.24,Good,E,VS2,63.1,55.0,3.96,3.99,2.47,399
15609,0.38,Ideal,D,VS1,62.5,56.0,4.65,4.6,2.89,1014
15610,1.54,Ideal,G,VS2,62.2,57.0,7.36,7.39,4.59,13872
15611,0.4,Premium,E,VS2,62.9,59.0,4.7,4.74,2.97,975
15612,1.7,Ideal,G,VS2,62.4,55.0,7.59,7.62,4.75,17265
15613,1.53,Premium,I,SI1,61.9,59.0,7.39,7.46,4.59,8800
15614,0.72,Ideal,D,VS1,62.1,56.0,5.74,5.76,3.57,3365
15615,0.35,Premium,I,IF,60.8,60.0,4.59,4.52,2.78,884
15616,1.06,Premium,F,VS2,62.7,55.0,6.51,6.54,4.09,6533
15617,2.04,Premium,H,SI1,60.3,61.0,8.27,8.19,4.99,18102
15618,0.53,Very Good,I,VS1,63.2,59.0,5.12,5.15,3.24,1278
15619,0.32,Very Good,G,IF,62.6,53.0,4.37,4.39,2.74,883
15620,0.51,Ideal,E,SI1,62.5,56.0,5.14,5.12,3.2,1418
15621,1.18,Ideal,H,SI2,60.8,57.0,6.84,6.78,4.14,5491
15622,0.73,Very Good,E,VS2,60.1,60.0,5.8,5.85,3.51,2978
15623,2.09,Ideal,H,SI1,62.3,57.0,8.16,8.1,5.06,13298
15624,0.46,Ideal,G,VS1,61.4,56.0,4.94,5.0,3.06,1207
15625,1.32,Ideal,H,SI2,63.6,56.0,6.94,7.0,4.39,6451
15626,0.4,Very Good,D,SI1,61.1,63.0,4.72,4.75,2.9,681
15627,0.54,Ideal,G,VVS1,60.4,56.0,5.32,5.34,3.22,2177
15628,0.57,Ideal,J,VS1,62.1,55.0,5.3,5.34,3.3,1268
15629,0.31,Ideal,F,VVS2,61.4,56.0,4.38,4.39,2.69,719
15630,0.56,Ideal,F,VS2,60.7,57.0,5.27,5.33,3.22,1819
15631,2.14,Premium,I,SI2,61.1,58.0,8.35,8.29,5.08,14037
15632,0.33,Very Good,G,VS1,62.9,56.0,4.4,4.42,2.77,660
15633,2.03,Very Good,I,VS2,63.3,59.0,7.99,8.05,5.06,14925
15634,0.7,Very Good,G,VS1,63.3,58.0,5.6,5.63,3.55,2453
15635,0.3,Premium,H,SI1,62.5,58.0,4.26,4.23,2.66,442
15636,0.39,Ideal,G,IF,62.4,54.0,4.68,4.69,2.91,943
15637,1.22,Premium,H,SI1,60.1,58.0,7.02,6.98,4.22,6653
15638,0.7,Ideal,D,SI2,60.6,55.0,5.74,5.81,3.5,2373
15639,0.91,Premium,G,VS2,60.2,59.0,6.31,6.26,3.79,4531
15640,0.81,Ideal,G,VS1,62.8,56.0,5.97,6.01,3.75,3761
15641,0.23,Ideal,E,VVS1,61.8,57.0,3.94,3.98,2.45,530
15642,0.34,Ideal,H,SI1,61.3,57.0,4.49,4.52,2.76,440
15643,1.02,Good,G,SI1,63.1,63.0,6.3,6.38,4.0,4704
15644,0.83,Ideal,E,SI1,61.2,57.0,6.04,6.07,3.71,3154
15645,1.56,Ideal,J,VVS1,62.2,57.0,7.42,7.45,4.62,12193
15646,0.7,Very Good,G,SI1,62.7,56.0,5.64,5.66,3.54,2150
15647,0.3,Premium,H,VVS1,62.1,60.0,4.32,4.3,2.67,878
15648,1.0,Very Good,G,VS1,63.2,58.0,6.32,6.3,3.99,6618
15649,0.51,Ideal,F,VS1,61.5,54.0,5.14,5.17,3.17,1720
15650,0.3,Premium,F,VS2,62.1,60.0,4.26,4.29,2.65,605
15651,1.2,Ideal,H,VS1,61.7,56.0,6.75,6.79,4.18,7357
15652,1.01,Ideal,G,VS2,62.4,54.0,6.35,6.38,3.98,6264
15653,1.03,Very Good,G,SI1,62.5,58.0,6.41,6.45,4.02,4253
15654,0.3,Very Good,D,VS2,59.7,57.0,4.32,4.35,2.56,710
15655,1.01,Ideal,G,VS1,61.7,57.0,6.47,6.43,3.98,6702
15656,0.32,Premium,G,VS1,61.0,59.0,4.37,4.42,2.68,645
15657,0.7,Premium,G,SI1,61.4,59.0,5.69,5.64,3.48,1926
15658,0.75,Very Good,E,VVS2,61.5,59.0,5.83,5.85,3.58,3859
15659,0.9,Very Good,D,SI2,62.8,58.0,6.11,6.08,3.83,3847
15660,0.52,Ideal,D,VS2,61.3,56.0,5.19,5.21,3.18,1787
15661,1.51,Premium,H,SI1,61.1,60.0,7.37,7.3,4.48,7233
15662,0.56,Ideal,D,SI1,62.0,57.0,5.26,5.29,3.27,1616
15663,0.78,Ideal,G,VS2,60.9,56.0,5.98,5.95,3.63,2994
15664,1.1,Ideal,H,SI1,61.6,55.0,6.64,6.67,4.1,7079
15665,1.03,Ideal,E,SI2,61.8,56.0,6.49,6.46,4.0,4250
15666,0.3,Ideal,D,SI1,61.9,56.0,4.3,4.31,2.67,552
15667,1.06,Ideal,H,VS1,61.7,56.0,6.53,6.55,4.03,6382
15668,1.21,Premium,E,SI2,62.2,57.0,6.78,6.82,4.22,6773
15669,1.06,Ideal,I,VS1,60.5,57.0,6.6,6.55,3.98,4864
15670,1.25,Premium,H,VS1,59.9,59.0,7.17,7.09,4.24,8010
15671,0.72,Ideal,G,SI1,62.3,56.0,5.73,5.78,3.59,2649
15672,0.58,Ideal,F,SI1,62.6,54.0,5.29,5.32,3.32,1404
15673,0.9,Very Good,E,SI2,61.7,57.0,6.2,6.27,3.84,3755
15674,0.71,Ideal,E,SI1,61.1,58.0,5.75,5.78,3.52,2555
15675,0.71,Ideal,H,SI1,62.0,59.0,5.67,5.72,3.53,2294
15676,0.4,Ideal,F,VS1,62.8,57.0,4.7,4.66,2.94,1050
15677,1.78,Very Good,G,VS1,62.4,56.0,7.79,7.84,4.87,17820
15678,0.36,Ideal,G,VS2,61.8,55.0,4.59,4.62,2.85,583
15679,0.3,Premium,G,VS2,61.0,58.0,4.36,4.38,2.66,491
15680,1.22,Ideal,G,SI2,62.4,56.0,6.8,6.77,4.24,5590
15681,0.7,Very Good,H,SI2,62.6,55.0,5.65,5.72,3.55,2110
15682,0.7,Ideal,G,VS1,61.0,58.0,5.74,5.79,3.52,2568
15683,0.7,Ideal,E,SI2,61.7,57.0,5.66,5.69,3.5,2275
15684,1.76,Ideal,H,VS2,62.0,56.0,7.74,7.78,4.8,15322
15685,0.45,Very Good,F,VS2,57.2,60.0,5.2,5.16,3.01,1055
15686,1.57,Ideal,J,VS2,61.6,55.0,7.44,7.52,4.61,9440
15687,1.01,Good,E,SI1,64.0,56.0,6.31,6.38,4.04,4661
15688,0.37,Ideal,E,VVS2,61.1,55.0,4.63,4.69,2.85,1053
15689,0.77,Premium,D,SI1,60.0,60.0,5.94,5.89,3.55,2909
15690,0.5,Very Good,E,VS2,62.9,58.0,5.04,5.06,3.18,1628
15691,0.8,Ideal,G,SI1,61.5,56.0,5.95,5.98,3.66,2960
15692,1.05,Ideal,F,VVS2,61.0,54.0,6.59,6.66,4.04,9028
15693,0.54,Ideal,E,SI2,62.3,55.0,5.18,5.21,3.24,1239
15694,1.51,Ideal,D,SI2,62.8,57.0,7.37,7.32,4.61,9727
